년도,역명,월,역번호,승차인원,하차인원,_source_file
2024,대동,10,1103,124357,108164,대전교통공사_역별 수송실적_20241231.csv
2024,대동,11,1103,124644,107719,대전교통공사_역별 수송실적_20241231.csv
2024,대동,12,1103,121002,103774,대전교통공사_역별 수송실적_20241231.csv
2026,대동,1,1103,107778,96847,대전교통공사_역별 수송실적_20260731.csv
2026,대동,2,1103,92760,83323,대전교통공사_역별 수송실적_20260731.csv
2026,대동,3,1103,135679,119911,대전교통공사_역별 수송실적_20260731.csv
2026,대동,4,1103,138998,123428,대전교통공사_역별 수송실적_20260731.csv
2026,대동,5,1103,133697,117896,대전교통공사_역별 수송실적_20260731.csv
2026,대동,6,1103,127353,112472,대전교통공사_역별 수송실적_20260731.csv
2026,대동,7,1103,117940,104186,대전교통공사_역별 수송실적_20260731.csv
2015,대전,1,1104,338133,339420,대전교통공사_역별 수송실적_20151231.csv
2015,대전,2,1104,298998,299928,대전교통공사_역별 수송실적_20151231.csv
2015,대전,3,1104,346646,345775,대전교통공사_역별 수송실적_20151231.csv
2015,대전,4,1104,344052,347941,대전교통공사_역별 수송실적_20151231.csv
2015,대전,5,1104,366612,368128,대전교통공사_역별 수송실적_20151231.csv
2015,대전,6,1104,269224,274896,대전교통공사_역별 수송실적_20151231.csv
2015,대전,7,1104,324010,328129,대전교통공사_역별 수송실적_20151231.csv
2015,대전,8,1104,332045,331019,대전교통공사_역별 수송실적_20151231.csv
2015,대전,9,1104,332064,336562,대전교통공사_역별 수송실적_20151231.csv
2015,대전,10,1104,345785,350536,대전교통공사_역별 수송실적_20151231.csv
2015,대전,11,1104,334843,334716,대전교통공사_역별 수송실적_20151231.csv
2015,대전,12,1104,346164,351834,대전교통공사_역별 수송실적_20151231.csv
2016,대전,1,1104,323871,323051,대전교통공사_역별 수송실적_20161231.csv
2016,대전,2,1104,302993,303494,대전교통공사_역별 수송실적_20161231.csv
2016,대전,3,1104,340821,341984,대전교통공사_역별 수송실적_20161231.csv
2016,대전,4,1104,340586,345185,대전교통공사_역별 수송실적_20161231.csv
2016,대전,5,1104,354420,352518,대전교통공사_역별 수송실적_20161231.csv
2016,대전,6,1104,328413,333245,대전교통공사_역별 수송실적_20161231.csv
2016,대전,7,1104,325161,329376,대전교통공사_역별 수송실적_20161231.csv
2016,대전,8,1104,317179,320120,대전교통공사_역별 수송실적_20161231.csv
2016,대전,9,1104,316536,321658,대전교통공사_역별 수송실적_20161231.csv
2016,대전,10,1104,329039,331067,대전교통공사_역별 수송실적_20161231.csv
2016,대전,11,1104,315330,320176,대전교통공사_역별 수송실적_20161231.csv
2016,대전,12,1104,332243,335499,대전교통공사_역별 수송실적_20161231.csv
2017,대전,1,1104,323127,319575,대전교통공사_역별 수송실적_20171231.csv
2017,대전,2,1104,311976,308512,대전교통공사_역별 수송실적_20171231.csv
2017,대전,3,1104,344080,342915,대전교통공사_역별 수송실적_20171231.csv
2017,대전,4,1104,338455,337404,대전교통공사_역별 수송실적_20171231.csv
2017,대전,5,1104,351677,348757,대전교통공사_역별 수송실적_20171231.csv
2017,대전,6,1104,338899,340400,대전교통공사_역별 수송실적_20171231.csv
2017,대전,7,1104,330967,328305,대전교통공사_역별 수송실적_20171231.csv
2017,대전,8,1104,336725,333886,대전교통공사_역별 수송실적_20171231.csv
2017,대전,9,1104,355203,356856,대전교통공사_역별 수송실적_20171231.csv
2017,대전,10,1104,330738,325191,대전교통공사_역별 수송실적_20171231.csv
2017,대전,11,1104,345434,342501,대전교통공사_역별 수송실적_20171231.csv
2017,대전,12,1104,352825,351551,대전교통공사_역별 수송실적_20171231.csv
2018,대전,1,1104,333307,326833,대전교통공사_역별 수송실적_20181231.csv
2018,대전,2,1104,302244,299060,대전교통공사_역별 수송실적_20181231.csv
2018,대전,3,1104,357075,350760,대전교통공사_역별 수송실적_20181231.csv
2018,대전,4,1104,351422,343433,대전교통공사_역별 수송실적_20181231.csv
2018,대전,5,1104,363006,357884,대전교통공사_역별 수송실적_20181231.csv
2018,대전,6,1104,349947,347683,대전교통공사_역별 수송실적_20181231.csv
2018,대전,7,1104,336720,334250,대전교통공사_역별 수송실적_20181231.csv
2018,대전,8,1104,338729,335495,대전교통공사_역별 수송실적_20181231.csv
2018,대전,9,1104,339962,337446,대전교통공사_역별 수송실적_20181231.csv
2018,대전,10,1104,360313,360211,대전교통공사_역별 수송실적_20181231.csv
2018,대전,11,1104,358771,358243,대전교통공사_역별 수송실적_20181231.csv
2018,대전,12,1104,358385,356479,대전교통공사_역별 수송실적_20181231.csv
2019,대전,1,1104,353469,349457,대전교통공사_역별 수송실적_20191231.csv
2019,대전,2,1104,309615,305782,대전교통공사_역별 수송실적_20191231.csv
2019,대전,3,1104,361099,355283,대전교통공사_역별 수송실적_20191231.csv
2019,대전,4,1104,353228,350193,대전교통공사_역별 수송실적_20191231.csv
2019,대전,5,1104,375565,373310,대전교통공사_역별 수송실적_20191231.csv
2019,대전,6,1104,354608,349811,대전교통공사_역별 수송실적_20191231.csv
2019,대전,7,1104,352944,349847,대전교통공사_역별 수송실적_20191231.csv
2019,대전,8,1104,351415,347412,대전교통공사_역별 수송실적_20191231.csv
2019,대전,9,1104,342005,336204,대전교통공사_역별 수송실적_20191231.csv
2019,대전,10,1104,363425,360107,대전교통공사_역별 수송실적_20191231.csv
2019,대전,11,1104,359044,354051,대전교통공사_역별 수송실적_20191231.csv
2019,대전,12,1104,369551,362042,대전교통공사_역별 수송실적_20191231.csv
2020,대전,1,1104,334026,327258,대전교통공사_역별 수송실적_20200531.csv
2020,대전,2,1104,227907,223965,대전교통공사_역별 수송실적_20200531.csv
2020,대전,3,1104,145123,144227,대전교통공사_역별 수송실적_20200531.csv
2020,대전,4,1104,189409,188431,대전교통공사_역별 수송실적_20200531.csv
2020,대전,5,1104,250287,243862,대전교통공사_역별 수송실적_20200531.csv
2020,대전,6,1104,232225,230975,대전교통공사_역별 수송실적_20211231.csv
2020,대전,7,1104,230042,229271,대전교통공사_역별 수송실적_20211231.csv
2020,대전,8,1104,223264,219631,대전교통공사_역별 수송실적_20211231.csv
2020,대전,9,1104,206959,210561,대전교통공사_역별 수송실적_20211231.csv
2020,대전,10,1104,239754,234936,대전교통공사_역별 수송실적_20211231.csv
2020,대전,11,1104,255096,249987,대전교통공사_역별 수송실적_20211231.csv
2020,대전,12,1104,192306,193443,대전교통공사_역별 수송실적_20211231.csv
2021,대전,1,1104,195580,192265,대전교통공사_역별 수송실적_20211231.csv
2021,대전,2,1104,201271,200097,대전교통공사_역별 수송실적_20211231.csv
2021,대전,3,1104,257136,249530,대전교통공사_역별 수송실적_20211231.csv
2021,대전,4,1104,244580,243421,대전교통공사_역별 수송실적_20211231.csv
2021,대전,5,1104,260989,252109,대전교통공사_역별 수송실적_20211231.csv
2021,대전,6,1104,254750,249556,대전교통공사_역별 수송실적_20211231.csv
2021,대전,7,1104,234261,231492,대전교통공사_역별 수송실적_20211231.csv
2021,대전,8,1104,217232,211401,대전교통공사_역별 수송실적_20211231.csv
2021,대전,9,1104,231818,227542,대전교통공사_역별 수송실적_20211231.csv
2021,대전,10,1104,268212,261149,대전교통공사_역별 수송실적_20211231.csv
2021,대전,11,1104,282997,271496,대전교통공사_역별 수송실적_20211231.csv
2021,대전,12,1104,264859,259641,대전교통공사_역별 수송실적_20211231.csv
2022,대전,1,1104,248642,244898,대전교통공사_역별 수송실적_20221231.csv
2022,대전,2,1104,210093,199105,대전교통공사_역별 수송실적_20221231.csv
2022,대전,3,1104,242633,234299,대전교통공사_역별 수송실적_20221231.csv
2022,대전,4,1104,277565,268557,대전교통공사_역별 수송실적_20221231.csv
2022,대전,5,1104,327836,308375,대전교통공사_역별 수송실적_20221231.csv
2022,대전,6,1104,308740,298212,대전교통공사_역별 수송실적_20221231.csv
2022,대전,7,1104,305375,295341,대전교통공사_역별 수송실적_20221231.csv
2022,대전,8,1104,289373,278540,대전교통공사_역별 수송실적_20221231.csv
2022,대전,9,1104,301334,294640,대전교통공사_역별 수송실적_20221231.csv
2022,대전,10,1104,324910,311818,대전교통공사_역별 수송실적_20221231.csv
2022,대전,11,1104,309643,301986,대전교통공사_역별 수송실적_20221231.csv
2022,대전,12,1104,322240,315534,대전교통공사_역별 수송실적_20221231.csv
2023,대전,1,1104,298707,284204,대전교통공사_역별 수송실적_20231231.csv
2023,대전,2,1104,303962,290629,대전교통공사_역별 수송실적_20231231.csv
2023,대전,3,1104,333709,323297,대전교통공사_역별 수송실적_20231231.csv
2023,대전,4,1104,323285,311340,대전교통공사_역별 수송실적_20231231.csv
2023,대전,5,1104,336775,322998,대전교통공사_역별 수송실적_20231231.csv
2023,대전,6,1104,327716,320920,대전교통공사_역별 수송실적_20231231.csv
2023,대전,7,1104,314277,304780,대전교통공사_역별 수송실적_20231231.csv
2023,대전,8,1104,355425,340160,대전교통공사_역별 수송실적_20231231.csv
2023,대전,9,1104,317537,313362,대전교통공사_역별 수송실적_20231231.csv
2023,대전,10,1104,337726,316550,대전교통공사_역별 수송실적_20231231.csv
2023,대전,11,1104,327029,316603,대전교통공사_역별 수송실적_20231231.csv
2023,대전,12,1104,340880,330304,대전교통공사_역별 수송실적_20231231.csv
2024,대전,1,1104,327420,308616,대전교통공사_역별 수송실적_20241231.csv
2024,대전,2,1104,310491,296785,대전교통공사_역별 수송실적_20241231.csv
2024,대전,3,1104,342050,323140,대전교통공사_역별 수송실적_20241231.csv
2024,대전,4,1104,335559,320996,대전교통공사_역별 수송실적_20241231.csv
2024,대전,5,1104,360612,346656,대전교통공사_역별 수송실적_20241231.csv
2024,대전,6,1104,341432,324188,대전교통공사_역별 수송실적_20241231.csv
2024,대전,7,1104,346564,329594,대전교통공사_역별 수송실적_20241231.csv
2024,대전,8,1104,383411,359820,대전교통공사_역별 수송실적_20241231.csv
2024,대전,9,1104,331439,315223,대전교통공사_역별 수송실적_20241231.csv
2024,대전,10,1104,350532,337832,대전교통공사_역별 수송실적_20241231.csv
2024,대전,11,1104,350554,337480,대전교통공사_역별 수송실적_20241231.csv
2024,대전,12,1104,345768,327367,대전교통공사_역별 수송실적_20241231.csv
2026,대전,1,1104,361691,337623,대전교통공사_역별 수송실적_20260731.csv
2026,대전,2,1104,322203,304714,대전교통공사_역별 수송실적_20260731.csv
2026,대전,3,1104,374452,353225,대전교통공사_역별 수송실적_20260731.csv
2026,대전,4,1104,364896,352973,대전교통공사_역별 수송실적_20260731.csv
2026,대전,5,1104,382847,364492,대전교통공사_역별 수송실적_20260731.csv
2026,대전,6,1104,363334,346937,대전교통공사_역별 수송실적_20260731.csv
2026,대전,7,1104,370414,351706,대전교통공사_역별 수송실적_20260731.csv
2015,반석,1,1122,188248,171467,대전교통공사_역별 수송실적_20151231.csv
2015,반석,2,1122,162385,148008,대전교통공사_역별 수송실적_20151231.csv
2015,반석,3,1122,202418,185038,대전교통공사_역별 수송실적_20151231.csv
2015,반석,4,1122,198873,179643,대전교통공사_역별 수송실적_20151231.csv
2015,반석,5,1122,203437,185556,대전교통공사_역별 수송실적_20151231.csv
2015,반석,6,1122,173466,158402,대전교통공사_역별 수송실적_20151231.csv
2015,반석,7,1122,200996,184179,대전교통공사_역별 수송실적_20151231.csv
2015,반석,8,1122,194137,177861,대전교통공사_역별 수송실적_20151231.csv
2015,반석,9,1122,201158,180577,대전교통공사_역별 수송실적_20151231.csv
2015,반석,10,1122,217352,196466,대전교통공사_역별 수송실적_20151231.csv
2015,반석,11,1122,208215,188606,대전교통공사_역별 수송실적_20151231.csv
2015,반석,12,1122,222730,199870,대전교통공사_역별 수송실적_20151231.csv
2016,반석,1,1122,203257,184471,대전교통공사_역별 수송실적_20161231.csv
2016,반석,2,1122,189136,170139,대전교통공사_역별 수송실적_20161231.csv
2016,반석,3,1122,220725,199394,대전교통공사_역별 수송실적_20161231.csv
2016,반석,4,1122,212596,192462,대전교통공사_역별 수송실적_20161231.csv
2016,반석,5,1122,218184,199229,대전교통공사_역별 수송실적_20161231.csv
2016,반석,6,1122,210145,192331,대전교통공사_역별 수송실적_20161231.csv
2016,반석,7,1122,207691,189449,대전교통공사_역별 수송실적_20161231.csv
2016,반석,8,1122,199126,180176,대전교통공사_역별 수송실적_20161231.csv
2016,반석,9,1122,191222,170959,대전교통공사_역별 수송실적_20161231.csv
2016,반석,10,1122,208291,185564,대전교통공사_역별 수송실적_20161231.csv
2016,반석,11,1122,207593,184560,대전교통공사_역별 수송실적_20161231.csv
2016,반석,12,1122,217312,192647,대전교통공사_역별 수송실적_20161231.csv
2017,반석,1,1122,195505,174367,대전교통공사_역별 수송실적_20171231.csv
2017,반석,2,1122,195565,174313,대전교통공사_역별 수송실적_20171231.csv
2017,반석,3,1122,213888,192526,대전교통공사_역별 수송실적_20171231.csv
2017,반석,4,1122,202562,183881,대전교통공사_역별 수송실적_20171231.csv
2017,반석,5,1122,209797,191174,대전교통공사_역별 수송실적_20171231.csv
2017,반석,6,1122,208450,189474,대전교통공사_역별 수송실적_20171231.csv
2017,반석,7,1122,205787,189003,대전교통공사_역별 수송실적_20171231.csv
2017,반석,8,1122,205294,188399,대전교통공사_역별 수송실적_20171231.csv
2017,반석,9,1122,217318,197542,대전교통공사_역별 수송실적_20171231.csv
2017,반석,10,1122,195292,180100,대전교통공사_역별 수송실적_20171231.csv
2017,반석,11,1122,215677,198018,대전교통공사_역별 수송실적_20171231.csv
2017,반석,12,1122,224854,204822,대전교통공사_역별 수송실적_20171231.csv
2018,반석,1,1122,222149,203137,대전교통공사_역별 수송실적_20181231.csv
2018,반석,2,1122,193386,175364,대전교통공사_역별 수송실적_20181231.csv
2018,반석,3,1122,230281,212055,대전교통공사_역별 수송실적_20181231.csv
2018,반석,4,1122,227258,209113,대전교통공사_역별 수송실적_20181231.csv
2018,반석,5,1122,234873,216215,대전교통공사_역별 수송실적_20181231.csv
2018,반석,6,1122,218000,202274,대전교통공사_역별 수송실적_20181231.csv
2018,반석,7,1122,222899,205597,대전교통공사_역별 수송실적_20181231.csv
2018,반석,8,1122,216459,199823,대전교통공사_역별 수송실적_20181231.csv
2018,반석,9,1122,206938,190700,대전교통공사_역별 수송실적_20181231.csv
2018,반석,10,1122,235554,216721,대전교통공사_역별 수송실적_20181231.csv
2018,반석,11,1122,234035,213742,대전교통공사_역별 수송실적_20181231.csv
2018,반석,12,1122,231495,211056,대전교통공사_역별 수송실적_20181231.csv
2019,반석,1,1122,232617,211936,대전교통공사_역별 수송실적_20191231.csv
2019,반석,2,1122,199242,182203,대전교통공사_역별 수송실적_20191231.csv
2019,반석,3,1122,232393,215569,대전교통공사_역별 수송실적_20191231.csv
2019,반석,4,1122,233054,214893,대전교통공사_역별 수송실적_20191231.csv
2019,반석,5,1122,244195,224725,대전교통공사_역별 수송실적_20191231.csv
2019,반석,6,1122,221701,205476,대전교통공사_역별 수송실적_20191231.csv
2019,반석,7,1122,234966,215946,대전교통공사_역별 수송실적_20191231.csv
2019,반석,8,1122,221157,202666,대전교통공사_역별 수송실적_20191231.csv
2019,반석,9,1122,213540,194350,대전교통공사_역별 수송실적_20191231.csv
2019,반석,10,1122,240377,219956,대전교통공사_역별 수송실적_20191231.csv
2019,반석,11,1122,237282,215378,대전교통공사_역별 수송실적_20191231.csv
2019,반석,12,1122,245331,222655,대전교통공사_역별 수송실적_20191231.csv
2020,반석,1,1122,219270,199901,대전교통공사_역별 수송실적_20200531.csv
2020,반석,2,1122,173934,159166,대전교통공사_역별 수송실적_20200531.csv
2020,반석,3,1122,112692,103645,대전교통공사_역별 수송실적_20200531.csv
2020,반석,4,1122,134244,123919,대전교통공사_역별 수송실적_20200531.csv
2020,반석,5,1122,165163,152487,대전교통공사_역별 수송실적_20200531.csv
2020,반석,6,1122,164402,152707,대전교통공사_역별 수송실적_20211231.csv
2020,반석,7,1122,163719,151397,대전교통공사_역별 수송실적_20211231.csv
2020,반석,8,1122,150538,140154,대전교통공사_역별 수송실적_20211231.csv
2020,반석,9,1122,146050,136112,대전교통공사_역별 수송실적_20211231.csv
2020,반석,10,1122,165914,152882,대전교통공사_역별 수송실적_20211231.csv
2020,반석,11,1122,174927,160535,대전교통공사_역별 수송실적_20211231.csv
2020,반석,12,1122,150959,139894,대전교통공사_역별 수송실적_20211231.csv
2021,반석,1,1122,153266,142114,대전교통공사_역별 수송실적_20211231.csv
2021,반석,2,1122,149550,138191,대전교통공사_역별 수송실적_20211231.csv
2021,반석,3,1122,181972,168026,대전교통공사_역별 수송실적_20211231.csv
2021,반석,4,1122,173272,162312,대전교통공사_역별 수송실적_20211231.csv
2021,반석,5,1122,171659,160469,대전교통공사_역별 수송실적_20211231.csv
2021,반석,6,1122,175370,164831,대전교통공사_역별 수송실적_20211231.csv
2021,반석,7,1122,165378,157004,대전교통공사_역별 수송실적_20211231.csv
2021,반석,8,1122,148328,142024,대전교통공사_역별 수송실적_20211231.csv
2021,반석,9,1122,157723,148190,대전교통공사_역별 수송실적_20211231.csv
2021,반석,10,1122,178311,167822,대전교통공사_역별 수송실적_20211231.csv
2021,반석,11,1122,193718,180494,대전교통공사_역별 수송실적_20211231.csv
2021,반석,12,1122,191597,178372,대전교통공사_역별 수송실적_20211231.csv
2022,반석,1,1122,178206,167560,대전교통공사_역별 수송실적_20221231.csv
2022,반석,2,1122,147500,138399,대전교통공사_역별 수송실적_20221231.csv
2022,반석,3,1122,171193,164262,대전교통공사_역별 수송실적_20221231.csv
2022,반석,4,1122,187035,177820,대전교통공사_역별 수송실적_20221231.csv
2022,반석,5,1122,209756,198710,대전교통공사_역별 수송실적_20221231.csv
2022,반석,6,1122,200736,188921,대전교통공사_역별 수송실적_20221231.csv
2022,반석,7,1122,201401,189238,대전교통공사_역별 수송실적_20221231.csv
2022,반석,8,1122,189331,177960,대전교통공사_역별 수송실적_20221231.csv
2022,반석,9,1122,196503,184454,대전교통공사_역별 수송실적_20221231.csv
2022,반석,10,1122,209651,197324,대전교통공사_역별 수송실적_20221231.csv
2022,반석,11,1122,213327,199217,대전교통공사_역별 수송실적_20221231.csv
2022,반석,12,1122,222674,206836,대전교통공사_역별 수송실적_20221231.csv
2023,반석,1,1122,198225,182587,대전교통공사_역별 수송실적_20231231.csv
2023,반석,2,1122,203029,187003,대전교통공사_역별 수송실적_20231231.csv
2023,반석,3,1122,228426,213792,대전교통공사_역별 수송실적_20231231.csv
2023,반석,4,1122,215365,201880,대전교통공사_역별 수송실적_20231231.csv
2023,반석,5,1122,221793,207400,대전교통공사_역별 수송실적_20231231.csv
2023,반석,6,1122,216058,201369,대전교통공사_역별 수송실적_20231231.csv
2023,반석,7,1122,208136,193463,대전교통공사_역별 수송실적_20231231.csv
2023,반석,8,1122,208391,192543,대전교통공사_역별 수송실적_20231231.csv
2023,반석,9,1122,204940,190280,대전교통공사_역별 수송실적_20231231.csv
2023,반석,10,1122,218269,203401,대전교통공사_역별 수송실적_20231231.csv
2023,반석,11,1122,220433,204229,대전교통공사_역별 수송실적_20231231.csv
2023,반석,12,1122,221790,203818,대전교통공사_역별 수송실적_20231231.csv
2024,반석,1,1122,216097,199948,대전교통공사_역별 수송실적_20241231.csv
2024,반석,2,1122,195728,180187,대전교통공사_역별 수송실적_20241231.csv
2024,반석,3,1122,220989,207942,대전교통공사_역별 수송실적_20241231.csv
2024,반석,4,1122,221540,208214,대전교통공사_역별 수송실적_20241231.csv
2024,반석,5,1122,226516,213458,대전교통공사_역별 수송실적_20241231.csv
2024,반석,6,1122,209893,196691,대전교통공사_역별 수송실적_20241231.csv
2024,반석,7,1122,218004,202985,대전교통공사_역별 수송실적_20241231.csv
2024,반석,8,1122,205816,191789,대전교통공사_역별 수송실적_20241231.csv
2024,반석,9,1122,195515,183326,대전교통공사_역별 수송실적_20241231.csv
2024,반석,10,1122,214806,201580,대전교통공사_역별 수송실적_20241231.csv
2024,반석,11,1122,215506,201405,대전교통공사_역별 수송실적_20241231.csv
2024,반석,12,1122,221834,204746,대전교통공사_역별 수송실적_20241231.csv
2026,반석,1,1122,203030,186320,대전교통공사_역별 수송실적_20260731.csv
2026,반석,2,1122,176567,160484,대전교통공사_역별 수송실적_20260731.csv
2026,반석,3,1122,215113,198966,대전교통공사_역별 수송실적_20260731.csv
2026,반석,4,1122,226816,210325,대전교통공사_역별 수송실적_20260731.csv
2026,반석,5,1122,214451,197123,대전교통공사_역별 수송실적_20260731.csv
2026,반석,6,1122,209881,193562,대전교통공사_역별 수송실적_20260731.csv
2026,반석,7,1122,207361,190248,대전교통공사_역별 수송실적_20260731.csv
2015,서대전네거리,1,1107,241658,251065,대전교통공사_역별 수송실적_20151231.csv
2015,서대전네거리,2,1107,206798,214537,대전교통공사_역별 수송실적_20151231.csv
2015,서대전네거리,3,1107,250215,257789,대전교통공사_역별 수송실적_20151231.csv
2015,서대전네거리,4,1107,247105,253860,대전교통공사_역별 수송실적_20151231.csv
2015,서대전네거리,5,1107,254575,263593,대전교통공사_역별 수송실적_20151231.csv
2015,서대전네거리,6,1107,195355,201891,대전교통공사_역별 수송실적_20151231.csv
2015,서대전네거리,7,1107,227927,234691,대전교통공사_역별 수송실적_20151231.csv
2015,서대전네거리,8,1107,221211,229828,대전교통공사_역별 수송실적_20151231.csv
2015,서대전네거리,9,1107,224660,232312,대전교통공사_역별 수송실적_20151231.csv
2015,서대전네거리,10,1107,242013,250473,대전교통공사_역별 수송실적_20151231.csv
2015,서대전네거리,11,1107,231019,238989,대전교통공사_역별 수송실적_20151231.csv
2015,서대전네거리,12,1107,247523,255631,대전교통공사_역별 수송실적_20151231.csv
2016,서대전네거리,1,1107,223121,230534,대전교통공사_역별 수송실적_20161231.csv
2016,서대전네거리,2,1107,208868,217055,대전교통공사_역별 수송실적_20161231.csv
2016,서대전네거리,3,1107,242285,248202,대전교통공사_역별 수송실적_20161231.csv
2016,서대전네거리,4,1107,235884,244620,대전교통공사_역별 수송실적_20161231.csv
2016,서대전네거리,5,1107,242038,249518,대전교통공사_역별 수송실적_20161231.csv
2016,서대전네거리,6,1107,224105,231177,대전교통공사_역별 수송실적_20161231.csv
2016,서대전네거리,7,1107,219778,228489,대전교통공사_역별 수송실적_20161231.csv
2016,서대전네거리,8,1107,209897,216775,대전교통공사_역별 수송실적_20161231.csv
2016,서대전네거리,9,1107,204699,210890,대전교통공사_역별 수송실적_20161231.csv
2016,서대전네거리,10,1107,225936,232207,대전교통공사_역별 수송실적_20161231.csv
2016,서대전네거리,11,1107,223629,229471,대전교통공사_역별 수송실적_20161231.csv
2016,서대전네거리,12,1107,233030,240739,대전교통공사_역별 수송실적_20161231.csv
2017,서대전네거리,1,1107,209386,217184,대전교통공사_역별 수송실적_20171231.csv
2017,서대전네거리,2,1107,212866,219666,대전교통공사_역별 수송실적_20171231.csv
2017,서대전네거리,3,1107,234088,241255,대전교통공사_역별 수송실적_20171231.csv
2017,서대전네거리,4,1107,224595,231391,대전교통공사_역별 수송실적_20171231.csv
2017,서대전네거리,5,1107,230276,236949,대전교통공사_역별 수송실적_20171231.csv
2017,서대전네거리,6,1107,219001,226128,대전교통공사_역별 수송실적_20171231.csv
2017,서대전네거리,7,1107,208930,217865,대전교통공사_역별 수송실적_20171231.csv
2017,서대전네거리,8,1107,207559,216172,대전교통공사_역별 수송실적_20171231.csv
2017,서대전네거리,9,1107,221915,230675,대전교통공사_역별 수송실적_20171231.csv
2017,서대전네거리,10,1107,200010,207861,대전교통공사_역별 수송실적_20171231.csv
2017,서대전네거리,11,1107,218600,227587,대전교통공사_역별 수송실적_20171231.csv
2017,서대전네거리,12,1107,223750,233616,대전교통공사_역별 수송실적_20171231.csv
2018,서대전네거리,1,1107,213500,223797,대전교통공사_역별 수송실적_20181231.csv
2018,서대전네거리,2,1107,186621,195742,대전교통공사_역별 수송실적_20181231.csv
2018,서대전네거리,3,1107,226266,235406,대전교통공사_역별 수송실적_20181231.csv
2018,서대전네거리,4,1107,217652,226224,대전교통공사_역별 수송실적_20181231.csv
2018,서대전네거리,5,1107,224499,234741,대전교통공사_역별 수송실적_20181231.csv
2018,서대전네거리,6,1107,210478,220094,대전교통공사_역별 수송실적_20181231.csv
2018,서대전네거리,7,1107,203450,214006,대전교통공사_역별 수송실적_20181231.csv
2018,서대전네거리,8,1107,194064,205985,대전교통공사_역별 수송실적_20181231.csv
2018,서대전네거리,9,1107,193358,201971,대전교통공사_역별 수송실적_20181231.csv
2018,서대전네거리,10,1107,226266,235518,대전교통공사_역별 수송실적_20181231.csv
2018,서대전네거리,11,1107,219461,229773,대전교통공사_역별 수송실적_20181231.csv
2018,서대전네거리,12,1107,219438,229957,대전교통공사_역별 수송실적_20181231.csv
2019,서대전네거리,1,1107,219280,230368,대전교통공사_역별 수송실적_20191231.csv
2019,서대전네거리,2,1107,188636,199106,대전교통공사_역별 수송실적_20191231.csv
2019,서대전네거리,3,1107,222990,233306,대전교통공사_역별 수송실적_20191231.csv
2019,서대전네거리,4,1107,220341,230838,대전교통공사_역별 수송실적_20191231.csv
2019,서대전네거리,5,1107,231140,241612,대전교통공사_역별 수송실적_20191231.csv
2019,서대전네거리,6,1107,210150,220323,대전교통공사_역별 수송실적_20191231.csv
2019,서대전네거리,7,1107,215949,227753,대전교통공사_역별 수송실적_20191231.csv
2019,서대전네거리,8,1107,198494,210066,대전교통공사_역별 수송실적_20191231.csv
2019,서대전네거리,9,1107,193147,203671,대전교통공사_역별 수송실적_20191231.csv
2019,서대전네거리,10,1107,216937,229140,대전교통공사_역별 수송실적_20191231.csv
2019,서대전네거리,11,1107,215955,226872,대전교통공사_역별 수송실적_20191231.csv
2019,서대전네거리,12,1107,222532,233291,대전교통공사_역별 수송실적_20191231.csv
2020,서대전네거리,1,1107,195727,206843,대전교통공사_역별 수송실적_20200531.csv
2020,서대전네거리,2,1107,150934,157877,대전교통공사_역별 수송실적_20200531.csv
2020,서대전네거리,3,1107,97774,102279,대전교통공사_역별 수송실적_20200531.csv
2020,서대전네거리,4,1107,115110,119196,대전교통공사_역별 수송실적_20200531.csv
2020,서대전네거리,5,1107,138647,145223,대전교통공사_역별 수송실적_20200531.csv
2020,서대전네거리,6,1107,133822,140139,대전교통공사_역별 수송실적_20211231.csv
2020,서대전네거리,7,1107,127685,134182,대전교통공사_역별 수송실적_20211231.csv
2020,서대전네거리,8,1107,122358,128436,대전교통공사_역별 수송실적_20211231.csv
2020,서대전네거리,9,1107,117795,123864,대전교통공사_역별 수송실적_20211231.csv
2020,서대전네거리,10,1107,134263,140348,대전교통공사_역별 수송실적_20211231.csv
2020,서대전네거리,11,1107,143538,150105,대전교통공사_역별 수송실적_20211231.csv
2020,서대전네거리,12,1107,124825,130660,대전교통공사_역별 수송실적_20211231.csv
2021,서대전네거리,1,1107,124872,130630,대전교통공사_역별 수송실적_20211231.csv
2021,서대전네거리,2,1107,120089,125156,대전교통공사_역별 수송실적_20211231.csv
2021,서대전네거리,3,1107,147869,154017,대전교통공사_역별 수송실적_20211231.csv
2021,서대전네거리,4,1107,139943,146969,대전교통공사_역별 수송실적_20211231.csv
2021,서대전네거리,5,1107,138604,145812,대전교통공사_역별 수송실적_20211231.csv
2021,서대전네거리,6,1107,141641,149938,대전교통공사_역별 수송실적_20211231.csv
2021,서대전네거리,7,1107,132928,140811,대전교통공사_역별 수송실적_20211231.csv
2021,서대전네거리,8,1107,116692,123806,대전교통공사_역별 수송실적_20211231.csv
2021,서대전네거리,9,1107,126306,132423,대전교통공사_역별 수송실적_20211231.csv
2021,서대전네거리,10,1107,142096,149730,대전교통공사_역별 수송실적_20211231.csv
2021,서대전네거리,11,1107,152659,161111,대전교통공사_역별 수송실적_20211231.csv
2021,서대전네거리,12,1107,147891,156995,대전교통공사_역별 수송실적_20211231.csv
2022,서대전네거리,1,1107,139057,147598,대전교통공사_역별 수송실적_20221231.csv
